Subject,Object,DBSCAN_Cluster,Sentence
basalt,carbon,0,This study focusses on the critical review and analysis of the reactivity of basaltic minerals and their in situ CO2 carbonation potentials.
basalt,mineral,0,Seven different types of basalt based on their mineralogical composition have been identiﬁed based on a TAC diagram. The reactivity of basaltic minerals has been reviewed in the context of CO2 sequestration.
mineral,basalt,0,Seven different types of basalt based on their mineralogical composition have been identiﬁed based on a TAC diagram. The reactivity of basaltic minerals has been reviewed in the context of CO2 sequestration.
temperature,rock,0,"Seven independent factors, i.e., temperature and pressure, ﬂuid pH, rock composition, ﬂuid composition, dissolution rate, grain size and surface area, and geological settings have been identiﬁed from literature that affect the carbonation process, and the"
temperature,dissolution,0,"Seven independent factors, i.e., temperature and pressure, ﬂuid pH, rock composition, ﬂuid composition, dissolution rate, grain size and surface area, and geological settings have been identiﬁed from literature that affect the carbonation process, and the"
temperature,surface,0,"Seven independent factors, i.e., temperature and pressure, ﬂuid pH, rock composition, ﬂuid composition, dissolution rate, grain size and surface area, and geological settings have been identiﬁed from literature that affect the carbonation process, and the"
pressure,rock,0,"Seven independent factors, i.e., temperature and pressure, ﬂuid pH, rock composition, ﬂuid composition, dissolution rate, grain size and surface area, and geological settings have been identiﬁed from literature that affect the carbonation process, and the"
pressure,dissolution,0,"Seven independent factors, i.e., temperature and pressure, ﬂuid pH, rock composition, ﬂuid composition, dissolution rate, grain size and surface area, and geological settings have been identiﬁed from literature that affect the carbonation process, and the"
pressure,surface,0,"Seven independent factors, i.e., temperature and pressure, ﬂuid pH, rock composition, ﬂuid composition, dissolution rate, grain size and surface area, and geological settings have been identiﬁed from literature that affect the carbonation process, and the"
rock,dissolution,0,"Seven independent factors, i.e., temperature and pressure, ﬂuid pH, rock composition, ﬂuid composition, dissolution rate, grain size and surface area, and geological settings have been identiﬁed from literature that affect the carbonation process, and the"
rock,surface,0,"Seven independent factors, i.e., temperature and pressure, ﬂuid pH, rock composition, ﬂuid composition, dissolution rate, grain size and surface area, and geological settings have been identiﬁed from literature that affect the carbonation process, and the"
dissolution,surface,0,"Seven independent factors, i.e., temperature and pressure, ﬂuid pH, rock composition, ﬂuid composition, dissolution rate, grain size and surface area, and geological settings have been identiﬁed from literature that affect the carbonation process, and the"
surface,carbon,0,"Seven independent factors, i.e., temperature and pressure, ﬂuid pH, rock composition, ﬂuid composition, dissolution rate, grain size and surface area, and geological settings have been identiﬁed from literature that affect the carbonation process, and the"
basalt,carbon,0,"Lastly, an M.H. reactivity scale has been introduced which features the reactivity of dominant minerals in these basalt types directly relating to their carbonation potential. 2."
basalt,storage,0,Importance of Understanding the Geochemistry of Basalt for CO2 Storage A thorough understanding of basalt geochemistry is essential for the effectiveness of CO2 storage programs.
basalt,storage,0,Importance of Understanding the Geochemistry of Basalt for CO2 Storage A thorough understanding of basalt geochemistry is essential for the effectiveness of CO2 storage programs.
storage,basalt,0,Importance of Understanding the Geochemistry of Basalt for CO2 Storage A thorough understanding of basalt geochemistry is essential for the effectiveness of CO2 storage programs.
basalt,storage,0,Importance of Understanding the Geochemistry of Basalt for CO2 Storage A thorough understanding of basalt geochemistry is essential for the effectiveness of CO2 storage programs.
basalt,fate,0,"Geochemical processes occurring in basaltic rocks play an important role in determining the long-term fate and stability of CO2 storage [61,62]."
basalt,stability,0,"Geochemical processes occurring in basaltic rocks play an important role in determining the long-term fate and stability of CO2 storage [61,62]."
basalt,storage,0,"Geochemical processes occurring in basaltic rocks play an important role in determining the long-term fate and stability of CO2 storage [61,62]."
fate,stability,0,"Geochemical processes occurring in basaltic rocks play an important role in determining the long-term fate and stability of CO2 storage [61,62]."
fate,storage,0,"Geochemical processes occurring in basaltic rocks play an important role in determining the long-term fate and stability of CO2 storage [61,62]."
stability,storage,0,"Geochemical processes occurring in basaltic rocks play an important role in determining the long-term fate and stability of CO2 storage [61,62]."
basalt,storage,0,Understanding the interactions between CO2 and basaltic materials on a geochemical scale will allow researchers and engineers to optimize storage systems and ensure the long-term viability of carbon sequestration.
storage,carbon,0,Understanding the interactions between CO2 and basaltic materials on a geochemical scale will allow researchers and engineers to optimize storage systems and ensure the long-term viability of carbon sequestration.
mineral,carbon,0,"Mineral carbonization processes are an important aspect of basaltic geochemistry [63]. Through this process, CO2 chemically reacts with minerals present in the basalt, forming carbonate minerals [64–68]."
mineral,basalt,0,"Mineral carbonization processes are an important aspect of basaltic geochemistry [63]. Through this process, CO2 chemically reacts with minerals present in the basalt, forming carbonate minerals [64–68]."
mineral,chemical,0,"Mineral carbonization processes are an important aspect of basaltic geochemistry [63]. Through this process, CO2 chemically reacts with minerals present in the basalt, forming carbonate minerals [64–68]."
carbon,basalt,0,"Mineral carbonization processes are an important aspect of basaltic geochemistry [63]. Through this process, CO2 chemically reacts with minerals present in the basalt, forming carbonate minerals [64–68]."
carbon,chemical,0,"Mineral carbonization processes are an important aspect of basaltic geochemistry [63]. Through this process, CO2 chemically reacts with minerals present in the basalt, forming carbonate minerals [64–68]."
basalt,chemical,0,"Mineral carbonization processes are an important aspect of basaltic geochemistry [63]. Through this process, CO2 chemically reacts with minerals present in the basalt, forming carbonate minerals [64–68]."
chemical,basalt,0,"Mineral carbonization processes are an important aspect of basaltic geochemistry [63]. Through this process, CO2 chemically reacts with minerals present in the basalt, forming carbonate minerals [64–68]."
chemical,carbonate,0,"Mineral carbonization processes are an important aspect of basaltic geochemistry [63]. Through this process, CO2 chemically reacts with minerals present in the basalt, forming carbonate minerals [64–68]."
basalt,carbonate,0,"Mineral carbonization processes are an important aspect of basaltic geochemistry [63]. Through this process, CO2 chemically reacts with minerals present in the basalt, forming carbonate minerals [64–68]."
mineral,temperature,0,"The rate and extent of mineral charring depends on various factors such as temperature, pressure, water availability and basalt mineral composition [69–71]."
mineral,pressure,0,"The rate and extent of mineral charring depends on various factors such as temperature, pressure, water availability and basalt mineral composition [69–71]."
mineral,basalt,0,"The rate and extent of mineral charring depends on various factors such as temperature, pressure, water availability and basalt mineral composition [69–71]."
temperature,pressure,0,"The rate and extent of mineral charring depends on various factors such as temperature, pressure, water availability and basalt mineral composition [69–71]."
temperature,basalt,0,"The rate and extent of mineral charring depends on various factors such as temperature, pressure, water availability and basalt mineral composition [69–71]."
temperature,mineral,0,"The rate and extent of mineral charring depends on various factors such as temperature, pressure, water availability and basalt mineral composition [69–71]."
pressure,basalt,0,"The rate and extent of mineral charring depends on various factors such as temperature, pressure, water availability and basalt mineral composition [69–71]."
pressure,mineral,0,"The rate and extent of mineral charring depends on various factors such as temperature, pressure, water availability and basalt mineral composition [69–71]."
basalt,mineral,0,"The rate and extent of mineral charring depends on various factors such as temperature, pressure, water availability and basalt mineral composition [69–71]."
carbon,storage,0,"By examining these parameters, scientists can identify the optimal conditions for increasing carbonation rates, thereby maximizing CO2 storage efﬁciency."
basalt,storage,0,"Furthermore, understanding the geochemistry of basalts will help assess potential risks and challenges associated with CO2 storage [72–74]."
basalt,mineral,0,Factors such as the presence of reactive minerals in basalts can induce mineral alterations that can affect the overall stability and durability of CO2 storage.
basalt,stability,0,Factors such as the presence of reactive minerals in basalts can induce mineral alterations that can affect the overall stability and durability of CO2 storage.
basalt,storage,0,Factors such as the presence of reactive minerals in basalts can induce mineral alterations that can affect the overall stability and durability of CO2 storage.
mineral,stability,0,Factors such as the presence of reactive minerals in basalts can induce mineral alterations that can affect the overall stability and durability of CO2 storage.
mineral,storage,0,Factors such as the presence of reactive minerals in basalts can induce mineral alterations that can affect the overall stability and durability of CO2 storage.
stability,storage,0,Factors such as the presence of reactive minerals in basalts can induce mineral alterations that can affect the overall stability and durability of CO2 storage.
integrity,storage,0,"Gaining insight into these geochemical processes will allow the scientist to develop strategies to mitigate risks such as deposits and clogging, thereby ensuring the long-term integrity of CO2 storage [75]."
basalt,storage,0,"In addition, a thorough understanding of basalt geochemistry helps in selecting suitable sites for CO2 storage. Basalt layers exhibit differences in mineral composition, porosity, and permeability [75,76]."
basalt,mineral,0,"In addition, a thorough understanding of basalt geochemistry helps in selecting suitable sites for CO2 storage. Basalt layers exhibit differences in mineral composition, porosity, and permeability [75,76]."
storage,basalt,0,"In addition, a thorough understanding of basalt geochemistry helps in selecting suitable sites for CO2 storage. Basalt layers exhibit differences in mineral composition, porosity, and permeability [75,76]."
storage,mineral,0,"In addition, a thorough understanding of basalt geochemistry helps in selecting suitable sites for CO2 storage. Basalt layers exhibit differences in mineral composition, porosity, and permeability [75,76]."
